gene_id	gene_name	seqname	start	end	strand	gene_type	gene_status	havana_gene	full_length	exon_length	exon_num
ENSG00000255790.4	RP11-711K1.7	chr12	11399381	11486678	-	sense_intronic	NOVEL	OTTHUMG00000169117.2	87298	1224	20
ENSG00000236257.1	EI24P2	chr1	158454198	158455273	+	processed_pseudogene	KNOWN	OTTHUMG00000017519.1	1076	1076	1
ENSG00000281730.1	AC078950.1	chr12	11467499	11467566	+	miRNA	NOVEL	NA	68	68	1
ENSG00000237303.2	HIGD1AP8	chr12	11481383	11481656	+	processed_pseudogene	KNOWN	OTTHUMG00000169118.1	274	274	1
ENSG00000278654.1	RP11-434C1.4	chr12	11500499	11501022	+	processed_pseudogene	KNOWN	OTTHUMG00000187883.1	524	524	1
ENSG00000277705.1	RP11-434C1.5	chr12	11507162	11507408	-	processed_pseudogene	KNOWN	OTTHUMG00000187885.1	247	247	1
ENSG00000270863.1	DDX55P1	chr12	11512723	11514136	+	processed_pseudogene	KNOWN	OTTHUMG00000184770.1	1414	1414	1
ENSG00000274551.1	RP11-434C1.6	chr12	11516425	11521686	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000187888.1	5262	290	2
ENSG00000256237.1	RP11-434C1.2	chr12	11541395	11555838	-	lincRNA	NOVEL	OTTHUMG00000168536.1	14444	188	2
ENSG00000221128.1	AC007450.1	chr12	11541923	11542045	-	miRNA	NOVEL	NA	123	123	1
ENSG00000251747.1	RNU7-60P	chr12	11546479	11546540	+	snRNA	KNOWN	NA	62	62	1
ENSG00000247157.5	LINC01252	chr12	11548030	11590369	+	lincRNA	NOVEL	OTTHUMG00000168537.1	42340	3793	13
ENSG00000173285.3	OR10K1	chr1	158465562	158466503	+	protein_coding	KNOWN	OTTHUMG00000017517.1	942	942	1
ENSG00000139083.9	ETV6	chr12	11649854	11895402	+	protein_coding	KNOWN	OTTHUMG00000168538.2	245549	7075	20
ENSG00000121380.11	BCL2L14	chr12	12049844	12211084	+	protein_coding	KNOWN	OTTHUMG00000159528.4	161241	5112	67
ENSG00000198134.3	RP11-267J23.4	chr12	12111163	12111489	+	processed_pseudogene	KNOWN	OTTHUMG00000168539.1	327	327	1
ENSG00000070018.7	LRP6	chr12	12116025	12267012	-	protein_coding	KNOWN	OTTHUMG00000168540.1	150988	10337	83
ENSG00000242405.2	RP11-267J23.1	chr12	12155262	12155772	+	processed_pseudogene	KNOWN	OTTHUMG00000157455.2	511	511	1
ENSG00000199551.1	RNU6-545P	chr12	12226674	12226777	+	snRNA	KNOWN	NA	104	104	1
ENSG00000270857.1	RP11-757G14.3	chr12	12248991	12249427	+	processed_pseudogene	KNOWN	OTTHUMG00000184767.1	437	437	1
ENSG00000207010.1	RNU6-318P	chr12	12289227	12289329	-	snRNA	KNOWN	NA	103	103	1
ENSG00000111261.12	MANSC1	chr12	12326056	12350541	-	protein_coding	KNOWN	OTTHUMG00000168541.2	24486	6015	14
ENSG00000243141.2	RP11-757G14.1	chr12	12338776	12339254	+	processed_pseudogene	KNOWN	OTTHUMG00000157461.2	479	479	1
ENSG00000236656.1	RP11-144L1.4	chr1	158474454	158494886	-	antisense	NOVEL	OTTHUMG00000017520.2	20433	2597	6
ENSG00000205791.3	LOH12CR2	chr12	12355406	12357067	-	lincRNA	KNOWN	OTTHUMG00000187482.1	1662	1540	2
ENSG00000165714.9	LOH12CR1	chr12	12357079	12469694	+	protein_coding	KNOWN	OTTHUMG00000168542.2	112616	4980	14
ENSG00000271370.1	RP11-253I19.4	chr12	12452103	12452481	-	processed_pseudogene	KNOWN	OTTHUMG00000184718.1	379	379	1
ENSG00000111266.7	DUSP16	chr12	12474210	12562383	-	protein_coding	KNOWN	OTTHUMG00000168582.2	88174	5724	24
ENSG00000255670.1	RP11-253I19.3	chr12	12485353	12491581	+	lincRNA	KNOWN	OTTHUMG00000168583.1	6229	412	2
ENSG00000240424.2	RP11-158N24.1	chr12	12568201	12568776	-	processed_pseudogene	KNOWN	OTTHUMG00000157462.2	576	576	1
ENSG00000111269.2	CREBL2	chr12	12611827	12645108	+	protein_coding	KNOWN	OTTHUMG00000168704.1	33282	3922	8
ENSG00000271215.1	RPL21P136	chr12	12614359	12615907	-	processed_pseudogene	KNOWN	OTTHUMG00000184724.1	1549	396	4
ENSG00000275963.1	RP11-180M15.6	chr12	12648939	12649713	+	lincRNA	NOVEL	OTTHUMG00000187147.1	775	775	1
ENSG00000183150.6	GPR19	chr12	12660891	12696207	-	protein_coding	KNOWN	OTTHUMG00000168705.1	35317	2623	17
ENSG00000198965.3	OR10R2	chr1	158479878	158480885	+	protein_coding	KNOWN	OTTHUMG00000019632.2	1008	1008	1
ENSG00000257004.1	RP11-180M15.3	chr12	12668982	12685075	+	lincRNA	NOVEL	OTTHUMG00000168706.1	16094	241	2
ENSG00000111276.9	CDKN1B	chr12	12715058	12722371	+	protein_coding	KNOWN	OTTHUMG00000149914.2	7314	2811	12
ENSG00000275560.1	RP11-180M15.7	chr12	12718973	12719521	+	sense_intronic	NOVEL	OTTHUMG00000187159.1	549	549	1
ENSG00000256658.1	RP11-180M15.4	chr12	12723297	12724011	-	antisense	NOVEL	OTTHUMG00000168707.1	715	150	2
ENSG00000178878.11	APOLD1	chr12	12725917	12829975	+	protein_coding	KNOWN	OTTHUMG00000153561.2	104059	7243	25
ENSG00000207983.1	MIR613	chr12	12764649	12764743	+	miRNA	KNOWN	NA	95	95	1
ENSG00000270296.1	STX8P1	chr12	12771351	12771705	-	processed_pseudogene	KNOWN	OTTHUMG00000184726.1	355	355	1
ENSG00000213782.6	DDX47	chr12	12813316	12829981	+	protein_coding	KNOWN	OTTHUMG00000168709.1	16666	5040	79
ENSG00000242329.1	RP11-59H1.1	chr12	12840804	12841079	-	processed_pseudogene	KNOWN	OTTHUMG00000157463.1	276	276	1
ENSG00000241352.3	RP11-392P7.1	chr12	12850982	12851740	+	processed_pseudogene	KNOWN	OTTHUMG00000157466.2	759	759	1
ENSG00000198703.2	OR10R3P	chr1	158491219	158492160	+	unprocessed_pseudogene	KNOWN	OTTHUMG00000019630.1	942	942	1
ENSG00000234498.3	RPL13AP20	chr12	12875499	12876107	+	processed_pseudogene	KNOWN	OTTHUMG00000157469.1	609	609	1
ENSG00000013588.5	GPRC5A	chr12	12890782	12917937	+	protein_coding	KNOWN	OTTHUMG00000168710.1	27156	8440	13
ENSG00000207817.1	MIR614	chr12	12915829	12915918	+	miRNA	KNOWN	NA	90	90	1
ENSG00000247498.8	RP11-392P7.6	chr12	12927726	12984645	+	antisense	NOVEL	OTTHUMG00000168719.4	56920	3416	28
ENSG00000111291.7	GPRC5D	chr12	12940775	12952147	-	protein_coding	KNOWN	OTTHUMG00000168711.2	11373	1124	7
ENSG00000256011.1	RP11-392P7.7	chr12	12962300	12963539	+	antisense	NOVEL	OTTHUMG00000168720.1	1240	369	2
ENSG00000221611.1	SNORD88	chr12	12972053	12972143	+	snoRNA	NOVEL	NA	91	91	1
ENSG00000013583.7	HEBP1	chr12	12974864	13000273	-	protein_coding	KNOWN	OTTHUMG00000168771.1	25410	3442	13
ENSG00000183935.5	HTR7P1	chr12	13000420	13004830	+	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000167959.2	4411	4411	2
ENSG00000255621.1	RP11-377D9.3	chr12	13000451	13040679	+	lincRNA	NOVEL	OTTHUMG00000168772.1	40229	2403	5
ENSG00000227445.1	OR10R1P	chr1	158514785	158515925	+	unprocessed_pseudogene	KNOWN	OTTHUMG00000019628.1	1141	1141	1
ENSG00000243129.2	RP11-377D9.1	chr12	13021260	13021606	-	processed_pseudogene	KNOWN	OTTHUMG00000157486.2	347	347	1
ENSG00000084444.12	KIAA1467	chr12	13044284	13142521	+	protein_coding	KNOWN	OTTHUMG00000168774.2	98238	6807	47
ENSG00000111305.17	GSG1	chr12	13083560	13103683	-	protein_coding	KNOWN	OTTHUMG00000150148.3	20124	3005	50
ENSG00000134531.8	EMP1	chr12	13196716	13219939	+	protein_coding	KNOWN	OTTHUMG00000168775.3	23224	7838	38
ENSG00000180861.8	LINC01559	chr12	13371089	13387167	-	lincRNA	KNOWN	OTTHUMG00000167562.3	16079	3953	14
ENSG00000201476.1	RNA5SP353	chr12	13440884	13441001	-	rRNA	KNOWN	NA	118	118	1
ENSG00000201909.1	RNU6-590P	chr12	13459670	13459776	-	snRNA	KNOWN	NA	107	107	1
ENSG00000256306.1	RP11-4N23.1	chr12	13526854	13547582	+	processed_transcript	NOVEL	OTTHUMG00000168642.1	20729	578	4
ENSG00000273079.3	GRIN2B	chr12	13537337	13981957	-	protein_coding	KNOWN	OTTHUMG00000137373.8	444621	30672	26
ENSG00000277935.1	RP11-4N23.4	chr12	13540231	13544540	+	lincRNA	NOVEL	OTTHUMG00000186750.1	4310	546	2
ENSG00000231434.1	RP11-144L1.8	chr1	158523672	158525838	+	processed_pseudogene	KNOWN	OTTHUMG00000019634.1	2167	2167	1
ENSG00000252445.1	AC007535.1	chr12	13587880	13587984	-	miRNA	NOVEL	NA	105	105	1
ENSG00000200475.1	RN7SKP162	chr12	13683542	13683886	+	misc_RNA	KNOWN	NA	345	345	1
ENSG00000274302.1	AC092470.1	chr12	14126008	14126074	+	miRNA	NOVEL	NA	67	67	1
ENSG00000256346.1	RP11-72J9.1	chr12	14169746	14169877	+	processed_pseudogene	KNOWN	OTTHUMG00000168651.1	132	132	1
ENSG00000227760.2	RP11-298E10.1	chr12	14192002	14192284	+	processed_pseudogene	KNOWN	OTTHUMG00000168652.2	283	283	1
ENSG00000256084.1	RP11-134N1.2	chr12	14216590	14221297	+	lincRNA	NOVEL	OTTHUMG00000168653.1	4708	640	2
ENSG00000255763.1	MRPS18CP4	chr12	14237091	14237321	+	processed_pseudogene	KNOWN	OTTHUMG00000168654.1	231	231	1
ENSG00000251908.1	RNU6-491P	chr12	14250232	14250341	-	snRNA	KNOWN	NA	110	110	1
ENSG00000255749.1	GNAI2P1	chr12	14254912	14255226	+	processed_pseudogene	KNOWN	OTTHUMG00000168655.2	315	315	1
ENSG00000244573.3	RPL30P11	chr12	14356842	14365503	-	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000157491.5	8662	668	5
ENSG00000197532.1	OR6Y1	chr1	158547128	158548105	-	protein_coding	KNOWN	OTTHUMG00000019629.1	978	978	1
ENSG00000171681.11	ATF7IP	chr12	14365632	14502935	+	protein_coding	KNOWN	OTTHUMG00000168656.13	137304	13189	141
ENSG00000121316.9	PLBD1	chr12	14503661	14568349	-	protein_coding	KNOWN	OTTHUMG00000168821.3	64689	2841	25
ENSG00000255649.1	RP11-502N13.2	chr12	14530151	14533229	+	antisense	NOVEL	OTTHUMG00000168822.1	3079	427	3
ENSG00000200830.1	RN7SKP134	chr12	14553702	14553970	-	misc_RNA	KNOWN	NA	269	269	1
ENSG00000256751.4	PLBD1-AS1	chr12	14567750	14619755	+	antisense	NOVEL	OTTHUMG00000168733.2	52006	596	10
ENSG00000070019.4	GUCY2C	chr12	14612632	14696585	-	protein_coding	KNOWN	OTTHUMG00000168732.2	83954	4177	35
ENSG00000214772.2	RP11-174G6.1	chr12	14665655	14757963	+	antisense	NOVEL	OTTHUMG00000168734.1	92309	657	5
ENSG00000261324.2	RP11-174G6.5	chr12	14762504	14767931	-	sense_overlapping	NOVEL	OTTHUMG00000172902.2	5428	5428	1
ENSG00000197837.3	HIST4H4	chr12	14767999	14771131	-	protein_coding	KNOWN	OTTHUMG00000168735.1	3133	2578	11
ENSG00000246705.4	H2AFJ	chr12	14774383	14778002	+	protein_coding	KNOWN	OTTHUMG00000168736.2	3620	3356	5
ENSG00000186440.1	OR6P1	chr1	158562651	158563604	-	protein_coding	KNOWN	OTTHUMG00000019633.1	954	954	1
ENSG00000281457.1	AC010168.1	chr12	14774716	14774860	-	miRNA	NOVEL	NA	145	145	1
ENSG00000084463.6	WBP11	chr12	14784579	14803540	-	protein_coding	KNOWN	OTTHUMG00000168737.3	18962	5315	30
ENSG00000182993.3	C12orf60	chr12	14803572	14906586	+	protein_coding	KNOWN	OTTHUMG00000167473.2	103015	4570	10
ENSG00000179256.2	SMCO3	chr12	14804650	14814182	-	protein_coding	KNOWN	OTTHUMG00000167474.1	9533	2104	2
ENSG00000111339.9	ART4	chr12	14825569	14843495	-	protein_coding	KNOWN	OTTHUMG00000168738.1	17927	5214	10
ENSG00000256339.1	RP11-233G1.4	chr12	14841092	14844708	+	antisense	NOVEL	OTTHUMG00000168739.1	3617	357	2
ENSG00000111341.8	MGP	chr12	14881181	14885926	-	protein_coding	KNOWN	OTTHUMG00000168740.1	4746	2639	13
ENSG00000139055.5	ERP27	chr12	14914035	14939082	-	protein_coding	KNOWN	OTTHUMG00000168741.1	25048	2426	14
ENSG00000111348.7	ARHGDIB	chr12	14942017	14961728	-	protein_coding	KNOWN	OTTHUMG00000168742.2	19712	2102	45
ENSG00000139053.2	PDE6H	chr12	14973022	14981865	+	protein_coding	KNOWN	OTTHUMG00000168743.1	8844	747	4
ENSG00000160049.10	DFFA	chr1	10456522	10472526	-	protein_coding	KNOWN	OTTHUMG00000001909.3	16005	6622	16
ENSG00000186400.3	OR10X1	chr1	158578919	158579899	-	protein_coding	KNOWN	NA	981	981	1
ENSG00000255727.1	LINC01489	chr12	15001833	15006683	+	lincRNA	NOVEL	OTTHUMG00000168744.1	4851	605	4
ENSG00000134533.5	RERG	chr12	15107783	15348675	-	protein_coding	KNOWN	OTTHUMG00000168745.1	240893	4157	34
ENSG00000256650.1	RERG-IT1	chr12	15112363	15114698	-	sense_intronic	NOVEL	OTTHUMG00000168746.1	2336	301	2
ENSG00000255660.1	RERG-AS1	chr12	15151923	15155283	+	lincRNA	NOVEL	OTTHUMG00000168747.1	3361	337	3
ENSG00000256283.1	METTL8P1	chr12	15255213	15255823	-	processed_pseudogene	KNOWN	OTTHUMG00000168748.1	611	611	1
ENSG00000151490.12	PTPRO	chr12	15322397	15597399	+	protein_coding	KNOWN	OTTHUMG00000168786.1	275003	7519	137
ENSG00000243916.1	RP11-6K23.1	chr12	15439527	15440401	+	processed_pseudogene	KNOWN	OTTHUMG00000157493.1	875	875	1
ENSG00000151491.11	EPS8	chr12	15620158	15882329	-	protein_coding	KNOWN	OTTHUMG00000168787.1	262172	6200	163
ENSG00000200105.1	RNU6-251P	chr12	15671707	15671810	-	snRNA	KNOWN	NA	104	104	1
ENSG00000255565.1	RP11-6B19.1	chr12	15780068	15782120	+	lincRNA	NOVEL	OTTHUMG00000168788.1	2053	465	2
ENSG00000279111.1	OR10X1	chr1	158578919	158579899	-	polymorphic_pseudogene	KNOWN	OTTHUMG00000019635.2	981	981	2
ENSG00000256627.1	RP11-6B19.3	chr12	15803164	15804158	+	processed_pseudogene	KNOWN	OTTHUMG00000168789.1	995	660	2
ENSG00000256953.1	RP11-6B19.2	chr12	15813493	15828274	-	lincRNA	NOVEL	OTTHUMG00000168790.1	14782	417	3
ENSG00000023734.9	STRAP	chr12	15882391	15903478	+	protein_coding	KNOWN	OTTHUMG00000168791.1	21088	2211	37
ENSG00000023697.11	DERA	chr12	15911172	16037282	+	protein_coding	KNOWN	OTTHUMG00000165537.2	126111	2844	70
ENSG00000256134.1	EGLN3P1	chr12	15971890	15972609	-	processed_pseudogene	KNOWN	OTTHUMG00000168792.1	720	720	1
ENSG00000277216.1	AC022073.1	chr12	15988408	15988493	-	miRNA	NOVEL	NA	86	86	1
ENSG00000188991.3	SLC15A5	chr12	16188485	16277685	-	protein_coding	KNOWN	OTTHUMG00000168793.2	89201	2923	9
ENSG00000008394.11	MGST1	chr12	16347142	16609259	+	protein_coding	KNOWN	OTTHUMG00000168816.3	262118	7440	65
ENSG00000274188.1	AC007528.2	chr12	16388101	16388192	+	miRNA	NOVEL	NA	92	92	1
ENSG00000256238.1	RP11-473N11.2	chr12	16399274	16402406	-	processed_pseudogene	KNOWN	OTTHUMG00000168818.2	3133	3133	1
ENSG00000198967.3	OR10Z1	chr1	158606439	158607380	+	protein_coding	KNOWN	OTTHUMG00000019637.1	942	942	1
ENSG00000215923.1	AC007528.1	chr12	16409255	16409331	-	miRNA	NOVEL	NA	77	77	1
ENSG00000256450.1	RP11-424M22.1	chr12	16513445	16514371	+	processed_pseudogene	KNOWN	OTTHUMG00000168836.1	927	927	1
ENSG00000048540.13	LMO3	chr12	16548373	16610594	-	protein_coding	KNOWN	OTTHUMG00000168837.2	62222	10268	145
ENSG00000256564.1	RP11-424M22.3	chr12	16567411	16573940	+	antisense	NOVEL	OTTHUMG00000168838.1	6530	603	2
ENSG00000255871.2	RP11-69C13.1	chr12	16693800	16695977	+	lincRNA	NOVEL	OTTHUMG00000168856.2	2178	2178	1
ENSG00000255740.2	RP11-239A17.1	chr12	16786762	16787845	+	lincRNA	NOVEL	OTTHUMG00000168857.2	1084	260	2
ENSG00000256211.1	RP11-1018J11.1	chr12	16989126	16989936	+	processed_pseudogene	KNOWN	OTTHUMG00000168858.1	811	499	2
ENSG00000213235.3	EEF1A1P16	chr12	16990670	16992083	+	processed_pseudogene	KNOWN	OTTHUMG00000168859.1	1414	1414	1
ENSG00000212358.1	RNU6-837P	chr12	17071398	17071505	-	snRNA	KNOWN	NA	108	108	1
ENSG00000242991.2	RPL7P40	chr12	17121716	17122460	+	processed_pseudogene	KNOWN	OTTHUMG00000157496.3	745	745	1
ENSG00000163554.10	SPTA1	chr1	158610706	158686698	-	protein_coding	KNOWN	OTTHUMG00000019636.4	75993	10025	132
ENSG00000256896.1	PSMC1P8	chr12	17383352	17384647	-	processed_pseudogene	KNOWN	OTTHUMG00000168806.1	1296	1296	1
ENSG00000256756.1	TIMM17BP1	chr12	17400399	17400914	+	processed_pseudogene	KNOWN	OTTHUMG00000168807.1	516	516	1
ENSG00000256994.1	RP11-871F6.3	chr12	17509353	17589992	-	lincRNA	NOVEL	OTTHUMG00000168808.2	80640	1003	8
ENSG00000256389.1	RP11-606D9.1	chr12	17589257	17615463	+	lincRNA	NOVEL	OTTHUMG00000168815.1	26207	460	2
ENSG00000206662.1	Y_RNA	chr12	17710934	17711046	+	misc_RNA	NOVEL	NA	113	113	1
ENSG00000111404.5	RERGL	chr12	18080869	18320107	-	protein_coding	KNOWN	OTTHUMG00000168820.2	239239	1549	29
ENSG00000139144.8	PIK3C2G	chr12	18247614	18648416	+	protein_coding	KNOWN	OTTHUMG00000168841.4	400803	5925	148
ENSG00000255892.1	NDFIP1P1	chr12	18358443	18358967	-	processed_pseudogene	KNOWN	OTTHUMG00000169000.1	525	525	1
ENSG00000255960.1	RP11-459D22.1	chr12	18424663	18425140	+	processed_pseudogene	KNOWN	OTTHUMG00000168842.1	478	478	1
ENSG00000256138.1	ZKSCAN7P1	chr12	18493051	18493723	+	processed_pseudogene	KNOWN	OTTHUMG00000168843.1	673	673	1
ENSG00000231237.1	OR6K1P	chr1	158694539	158695509	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000022773.1	971	971	1
ENSG00000139151.13	PLCZ1	chr12	18683169	18738057	-	protein_coding	KNOWN	OTTHUMG00000168937.9	54889	3388	137
ENSG00000255993.1	PSMC1P9	chr12	18692762	18694096	+	processed_pseudogene	KNOWN	OTTHUMG00000168910.1	1335	1335	1
ENSG00000255648.1	RP11-361I14.2	chr12	18714795	18737878	+	antisense	NOVEL	OTTHUMG00000168938.1	23084	572	3
ENSG00000177938.4	CAPZA3	chr12	18738101	18739187	+	protein_coding	KNOWN	OTTHUMG00000169001.1	1087	1087	1
ENSG00000227525.4	RPL7P6	chr12	19089151	19089888	+	processed_pseudogene	KNOWN	OTTHUMG00000157497.1	738	738	1
ENSG00000256844.1	MEF2BNBP1	chr12	19107854	19108183	-	processed_pseudogene	KNOWN	OTTHUMG00000168903.1	330	330	1
ENSG00000052126.13	PLEKHA5	chr12	19129752	19376400	+	protein_coding	KNOWN	OTTHUMG00000167921.2	246649	12558	213
ENSG00000253284.2	RP11-282K24.3	chr12	19147074	19154659	+	sense_intronic	NOVEL	OTTHUMG00000168904.1	7586	5391	2
ENSG00000240993.3	RN7SL459P	chr12	19176288	19176589	-	misc_RNA	KNOWN	NA	302	302	1
ENSG00000243854.3	RN7SL67P	chr12	19303480	19303775	+	misc_RNA	KNOWN	NA	296	296	1
ENSG00000196171.3	OR6K2	chr1	158699678	158700652	-	protein_coding	KNOWN	OTTHUMG00000022768.1	975	975	1
ENSG00000139154.13	AEBP2	chr12	19404045	19720801	+	protein_coding	KNOWN	OTTHUMG00000168906.3	316757	6572	48
ENSG00000255909.1	PDCD5P1	chr12	19413153	19413461	+	processed_pseudogene	KNOWN	OTTHUMG00000168907.1	309	309	1
ENSG00000271462.1	RP11-841C19.4	chr12	19418927	19419161	-	processed_pseudogene	KNOWN	OTTHUMG00000168908.2	235	235	1
ENSG00000200247.1	RNU6-254P	chr12	19445949	19446055	-	snRNA	KNOWN	NA	107	107	1
ENSG00000245205.3	EEF1A1P4	chr12	19456244	19457648	-	processed_pseudogene	KNOWN	OTTHUMG00000168909.1	1405	1405	1
ENSG00000240328.1	RP11-841C19.1	chr12	19508904	19509245	+	processed_pseudogene	KNOWN	OTTHUMG00000157501.1	342	342	1
ENSG00000200885.1	RNU1-146P	chr12	19724435	19724599	+	snRNA	KNOWN	NA	165	165	1
ENSG00000255910.1	RP11-405A12.2	chr12	19775451	20009937	+	lincRNA	NOVEL	OTTHUMG00000168939.1	234487	718	5
ENSG00000256849.1	RP11-405A12.1	chr12	19941521	19943018	+	processed_pseudogene	KNOWN	OTTHUMG00000168940.1	1498	1498	1
ENSG00000221679.1	AC087237.1	chr12	19972865	19972981	+	miRNA	NOVEL	NA	117	117	1
ENSG00000203757.1	OR6K3	chr1	158717168	158718163	-	protein_coding	KNOWN	OTTHUMG00000022770.1	996	996	2
ENSG00000256287.1	RP11-664H17.1	chr12	20014780	20098868	+	lincRNA	NOVEL	OTTHUMG00000168941.1	84089	431	3
ENSG00000256499.1	CTC-465D4.1	chr12	20120980	20129813	-	lincRNA	NOVEL	OTTHUMG00000168914.1	8834	633	5
ENSG00000256879.1	RP11-284H19.1	chr12	20361732	20370262	-	antisense	NOVEL	OTTHUMG00000168961.1	8531	525	2
ENSG00000172572.6	PDE3A	chr12	20369245	20684381	+	protein_coding	KNOWN	OTTHUMG00000168962.2	315137	8398	33
ENSG00000131982.5	UBE2L2	chr12	20449655	20450083	-	processed_pseudogene	KNOWN	OTTHUMG00000168963.1	429	429	1
ENSG00000256663.1	RP11-424C20.2	chr12	20551590	20553012	+	processed_pseudogene	KNOWN	OTTHUMG00000168964.1	1423	1423	1
ENSG00000139155.7	SLCO1C1	chr12	20695355	20753386	+	protein_coding	KNOWN	OTTHUMG00000168966.2	58032	4860	84
ENSG00000111700.11	SLCO1B3	chr12	20810702	20916911	+	protein_coding	KNOWN	OTTHUMG00000169011.4	106210	3542	52
ENSG00000257046.4	RP11-545J16.1	chr12	20815674	21090245	+	protein_coding	NOVEL	OTTHUMG00000169018.1	274572	3774	30
ENSG00000256157.1	RP11-80N2.2	chr12	20845065	20845260	+	processed_pseudogene	KNOWN	OTTHUMG00000169012.1	196	196	1
ENSG00000180437.5	OR6K4P	chr1	158724113	158725067	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000022777.1	955	955	1
ENSG00000205754.9	SLCO1B7	chr12	21015696	21092745	+	protein_coding	KNOWN	OTTHUMG00000169045.1	77050	2681	20
ENSG00000257062.5	RP11-125O5.2	chr12	21047179	21176895	+	protein_coding	NOVEL	OTTHUMG00000169046.2	129717	855	30
ENSG00000134538.2	SLCO1B1	chr12	21131202	21239246	+	protein_coding	KNOWN	OTTHUMG00000169047.1	108045	2229	15
ENSG00000084453.15	SLCO1A2	chr12	21264600	21419594	-	protein_coding	KNOWN	OTTHUMG00000156259.8	154995	11520	129
ENSG00000121351.6	IAPP	chr12	21354959	21379978	+	protein_coding	KNOWN	OTTHUMG00000169128.1	25020	2167	16
ENSG00000121350.14	PYROXD1	chr12	21437615	21471252	+	protein_coding	KNOWN	OTTHUMG00000169129.2	33638	5725	69
ENSG00000256021.1	TCEB1P31	chr12	21447545	21448314	-	processed_pseudogene	KNOWN	OTTHUMG00000169130.1	770	467	2
ENSG00000004700.14	RECQL	chr12	21468911	21501669	-	protein_coding	KNOWN	OTTHUMG00000169131.1	32759	3778	63
ENSG00000111711.8	GOLT1B	chr12	21501781	21518408	+	protein_coding	KNOWN	OTTHUMG00000169133.2	16628	3789	46
ENSG00000134548.8	SPX	chr12	21526307	21537377	+	protein_coding	KNOWN	OTTHUMG00000169134.2	11071	3359	29
ENSG00000226949.1	OR6K5P	chr1	158742146	158743415	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000022778.1	1270	945	2
ENSG00000111713.2	GYS2	chr12	21536189	21604847	-	protein_coding	KNOWN	OTTHUMG00000169135.1	68659	3132	16
ENSG00000111716.11	LDHB	chr12	21635342	21757857	-	protein_coding	KNOWN	OTTHUMG00000133760.3	122516	2983	46
ENSG00000256615.1	RP11-59N23.3	chr12	21662313	21760032	+	antisense	NOVEL	OTTHUMG00000169137.1	97720	578	2
ENSG00000255644.1	RP11-59N23.1	chr12	21759980	21766705	+	antisense	NOVEL	OTTHUMG00000169092.1	6726	456	2
ENSG00000121361.3	KCNJ8	chr12	21764955	21775581	-	protein_coding	KNOWN	OTTHUMG00000169093.1	10627	2484	5
ENSG00000069431.9	ABCC9	chr12	21797401	21941402	-	protein_coding	KNOWN	OTTHUMG00000169094.2	144002	11421	124
ENSG00000257022.1	RP11-729I10.2	chr12	21827210	21887957	+	antisense	NOVEL	OTTHUMG00000169095.1	60748	522	4
ENSG00000275567.1	RP11-729I10.3	chr12	21828360	21828564	-	sense_intronic	NOVEL	OTTHUMG00000187104.1	205	205	1
ENSG00000255627.1	RP11-547L9.1	chr12	22008348	22008880	+	processed_pseudogene	KNOWN	OTTHUMG00000169096.1	533	533	1
ENSG00000111726.11	CMAS	chr12	22046174	22065674	+	protein_coding	KNOWN	OTTHUMG00000169097.1	19501	2018	27
ENSG00000180433.4	OR6K6	chr1	158754720	158755891	+	protein_coding	KNOWN	OTTHUMG00000022772.2	1172	1172	1
ENSG00000111728.9	ST8SIA1	chr12	22063773	22437041	-	protein_coding	KNOWN	OTTHUMG00000169098.2	373269	14483	56
ENSG00000274624.1	RP11-49G2.3	chr12	22104491	22105320	-	sense_intronic	NOVEL	OTTHUMG00000187113.1	830	830	1
ENSG00000212172.1	RNU1-149P	chr12	22195469	22195629	-	snRNA	KNOWN	NA	161	161	1
ENSG00000256714.1	RP11-73M14.1	chr12	22395088	22398075	-	lincRNA	NOVEL	OTTHUMG00000169099.1	2988	389	2
ENSG00000111731.11	C2CD5	chr12	22448583	22544546	-	protein_coding	KNOWN	OTTHUMG00000169100.2	95964	6759	230
ENSG00000256973.1	RP11-359J14.2	chr12	22460519	22463914	-	lincRNA	NOVEL	OTTHUMG00000169101.1	3396	738	2
ENSG00000256371.1	LRRC34P1	chr12	22573425	22575105	+	processed_pseudogene	KNOWN	OTTHUMG00000169102.1	1681	915	3
ENSG00000256774.1	RP11-268P4.2	chr12	22596228	22596551	+	processed_pseudogene	KNOWN	OTTHUMG00000169007.1	324	324	1
ENSG00000250166.2	RP11-268P4.5	chr12	22601425	22618867	+	lincRNA	NOVEL	OTTHUMG00000169038.1	17443	429	2
ENSG00000257023.1	RP11-268P4.4	chr12	22609228	22625015	-	antisense	NOVEL	OTTHUMG00000169039.1	15788	862	2
ENSG00000203469.2	RP5-1113E3.3	chr1	10458555	10459338	+	antisense	NOVEL	OTTHUMG00000001907.1	784	467	2
ENSG00000197403.3	OR6N1	chr1	158765744	158766682	-	protein_coding	KNOWN	OTTHUMG00000022774.1	939	939	1
